title,description,type_of_task,priority_level,due_date,workload,avg_quality_score,preferred_task,match_score
Detail Section Drawing,Draw enlarged sections through complex junctions in the facade.,Construction Document,Low,2025-04-15,5,0.99,Finish Schedule,0.98
MEP Clash Detection,Run a clash detection session between MEP and architectural models.,Hardscape Plan,Neutral,2025-05-02,10,0.96,General Specification,0.83
Bid Package Compilation,Organize all documents needed for contractor bidding.,Custom Millwork & Joinery Drawing,Neutral,2025-04-29,10,0.84,3D Model,0.93
Virtual Reality Walkthrough,Develop an immersive VR experience for client presentation of the office interior.,Site Plan,High,2025-04-20,1,1.0,Door & Window Schedule,0.9
Permit Drawing Submission,Prepare and submit permit drawings for approval.,Material Board,High,2025-04-24,1,0.81,Zoning & Building Code Compliance,0.84
Schematic Design Iteration,Refine the schematic design for feedback from the stakeholders.,Furniture Layout Plan,Low,2025-04-21,7,0.85,3D Render,0.87
Custom Fixture Detailing,Design custom-built washbasin counters for the hotel suites.,Zoning & Building Code Compliance,Low,2025-04-25,9,0.86,Door & Window Schedule,0.97
Structural Coordination,Coordinate with the structural engineer for beam placements.,Interior Layout Plan,Neutral,2025-04-23,3,0.9,Others,0.94
General Specification Draft,Prepare general notes and material specifications for tender documents.,Hardscape Plan,Low,2025-04-25,9,0.95,Door & Window Schedule,0.96
3D Model Development,Create a detailed 3D model for the client’s new residential project.,Door & Window Schedule,Neutral,2025-04-25,8,0.91,Construction Document,0.98
Structural Coordination,Coordinate with the structural engineer for beam placements.,Site Plan,Low,2025-05-03,2,0.99,Construction Document,0.98
Virtual Reality Walkthrough,Develop an immersive VR experience for client presentation of the office interior.,Interior Layout Plan,Low,2025-04-30,2,0.81,Zoning & Building Code Compliance,0.92
Client Feedback Revisions,Implement client-requested changes into the design presentation.,Zoning & Building Code Compliance,Low,2025-05-05,6,0.98,Permit Drawing,0.99
Design Coordination Meeting,Meet with MEP consultants to ensure design integration across disciplines.,3D Model,High,2025-05-08,2,0.96,Conceptual Design,0.85
Hardscape Design Execution,Design outdoor paving and seating areas for the commercial plaza.,Construction Document,High,2025-04-19,10,0.84,Landscape Plan,0.9
Construction Site Visit,Visit the site to verify dimensions before construction begins.,Furniture Layout Plan,Neutral,2025-04-12,4,0.94,Design Development,1.0
Reflected Ceiling Plan Drafting,Draft the reflected ceiling plan including lighting and HVAC elements.,Landscape Plan,Neutral,2025-05-06,7,0.91,Elevation Drawing,0.98
Permit Drawing Submission,Prepare and submit permit drawings for approval.,Virtual Reality,High,2025-04-15,7,0.97,Finish Schedule,0.86
Accessibility Audit,Review floor plans for compliance with accessibility standards.,Reflected Ceiling Plan,Low,2025-04-23,7,0.84,Floor Plan,0.89
Landscape Design Refinement,Enhance the planting layout for the residential garden.,Reflected Ceiling Plan,Low,2025-04-20,5,0.8,Roof Plan,0.94
Design Coordination Meeting,Meet with MEP consultants to ensure design integration across disciplines.,Design Development,High,2025-04-27,8,0.91,Furniture Layout Plan,0.96
Furniture Layout Finalization,Plan and position loose and built-in furniture for the co-working office.,Material Board,Low,2025-04-24,1,0.97,Section Drawing,0.81
Schematic Design Iteration,Refine the schematic design for feedback from the stakeholders.,Design Development,Neutral,2025-04-20,10,0.87,Landscape Plan,0.94
Facade Elevation Detailing,Finalize the detailed elevation drawings for the high-rise building.,Lighting & Fixture Plan,Neutral,2025-05-02,1,0.84,Finish Schedule,0.89
Detail Section Drawing,Draw enlarged sections through complex junctions in the facade.,Furniture Layout Plan,Neutral,2025-05-07,10,0.82,Elevation Drawing,0.82
Accessibility Audit,Review floor plans for compliance with accessibility standards.,Finish Schedule,High,2025-04-30,10,0.89,Virtual Reality,0.88
Accessibility Audit,Review floor plans for compliance with accessibility standards.,Door & Window Schedule,Neutral,2025-04-19,1,0.9,Lighting & Fixture Plan,0.94
Construction Site Visit,Visit the site to verify dimensions before construction begins.,Construction Document,Low,2025-05-01,3,0.93,Material Board,0.84
Building Performance Analysis,Assess daylighting and thermal performance using simulation tools.,3D Render,High,2025-04-16,9,0.9,Zoning & Building Code Compliance,0.93
Door & Window Schedule Drafting,Create a detailed schedule for all doors and windows in the hospitality project.,General Specification,Low,2025-05-02,10,0.89,Technical Specification,0.98
Furniture Layout Finalization,Plan and position loose and built-in furniture for the co-working office.,Furniture Layout Plan,Low,2025-04-30,9,1.0,Others,0.9
Client Feedback Revisions,Implement client-requested changes into the design presentation.,Site Plan,Neutral,2025-04-30,5,0.95,Design Development,0.86
Permit Drawing Submission,Prepare and submit permit drawings for approval.,Interior Layout Plan,Low,2025-05-04,9,0.84,Roof Plan,0.96
Bid Package Compilation,Organize all documents needed for contractor bidding.,Others,Neutral,2025-05-05,8,0.85,Custom Millwork & Joinery Drawing,0.8
Design Coordination Meeting,Meet with MEP consultants to ensure design integration across disciplines.,General Specification,Low,2025-04-30,4,0.94,Section Drawing,0.94
Green Roof Plan Development,Design the planting and drainage system for the green roof.,3D Model,Low,2025-05-05,6,0.83,Site Plan,0.86
Green Roof Plan Development,Design the planting and drainage system for the green roof.,Finish Schedule,Low,2025-04-29,6,0.83,General Specification,0.91
Conceptual Design Drafting,Prepare an initial concept sketch for the urban park renovation.,Custom Millwork & Joinery Drawing,High,2025-05-10,6,0.87,Design Development,0.87
Partition Plan Finalization,Define internal partitioning layouts for the healthcare facility.,Floor Plan,Neutral,2025-04-21,6,0.84,Roof Plan,0.9
3D Massing Model,Create a conceptual massing model to test building envelope limitations.,General Specification,Neutral,2025-04-30,3,0.9,Schematic Design,0.92
3D Massing Model,Create a conceptual massing model to test building envelope limitations.,Others,High,2025-05-08,1,0.92,Zoning & Building Code Compliance,0.95
Design Coordination Meeting,Meet with MEP consultants to ensure design integration across disciplines.,Conceptual Design,Neutral,2025-04-12,3,0.81,Furniture Layout Plan,0.87
Permit Drawing Submission,Prepare and submit permit drawings for approval.,Design Development,Low,2025-04-27,3,0.96,Construction Document,0.93
3D Massing Model,Create a conceptual massing model to test building envelope limitations.,3D Render,High,2025-05-01,2,1.0,Floor Plan,0.92
Finish Schedule Compilation,"List all interior finishes including floors, walls, and ceilings for the commercial space.",Partition Plan,High,2025-05-09,9,0.92,General Specification,0.99
Schematic Design Iteration,Refine the schematic design for feedback from the stakeholders.,Elevation Drawing,Neutral,2025-05-06,6,0.81,Partition Plan,0.83
Bid Package Compilation,Organize all documents needed for contractor bidding.,Floor Plan,High,2025-04-29,10,0.82,Landscape Plan,0.99
3D Model Development,Create a detailed 3D model for the client’s new residential project.,Schematic Design,Low,2025-04-15,3,0.84,Section Drawing,0.83
Schematic Design Iteration,Refine the schematic design for feedback from the stakeholders.,Custom Millwork & Joinery Drawing,Low,2025-05-03,5,0.81,General Specification,0.85
Bid Package Compilation,Organize all documents needed for contractor bidding.,Roof Plan,Low,2025-04-11,1,0.98,Schematic Design,0.88
Technical Specifications,Compile technical specifications for the construction phase.,Section Drawing,Neutral,2025-04-24,10,0.98,Hardscape Plan,0.98
Custom Joinery Design,Develop detailed joinery drawings for the interior fit-out project.,General Specification,Low,2025-04-24,8,0.99,Conceptual Design,0.87
3D Model Development,Create a detailed 3D model for the client’s new residential project.,Zoning & Building Code Compliance,Low,2025-04-27,1,0.8,Schematic Design,0.83
Building Performance Analysis,Assess daylighting and thermal performance using simulation tools.,Permit Drawing,High,2025-04-12,1,0.88,Conceptual Design,0.88
Hardscape Design Execution,Design outdoor paving and seating areas for the commercial plaza.,General Specification,High,2025-04-22,10,0.83,Construction Document,0.92
Roof Plan Drawing,"Detail the slope, drainage, and roofing system layout for the warehouse.",Schematic Design,Low,2025-04-25,6,0.8,Roof Plan,0.82
Material Selection & Specification,Curate materials and finishes for the sustainable home project.,Landscape Plan,High,2025-04-21,2,0.87,Elevation Drawing,0.92
Custom Joinery Design,Develop detailed joinery drawings for the interior fit-out project.,Finish Schedule,High,2025-04-19,9,0.86,Roof Plan,0.84
Schematic Design Iteration,Refine the schematic design for feedback from the stakeholders.,Material Board,High,2025-04-23,7,0.83,Interior Layout Plan,0.86
Custom Joinery Design,Develop detailed joinery drawings for the interior fit-out project.,Finish Schedule,High,2025-04-26,6,0.87,Others,0.89
Accessibility Audit,Review floor plans for compliance with accessibility standards.,Elevation Drawing,High,2025-05-01,5,0.87,Lighting & Fixture Plan,0.9
Landscape Design Refinement,Enhance the planting layout for the residential garden.,Lighting & Fixture Plan,High,2025-04-26,9,0.93,Finish Schedule,0.8
Site Plan Drafting,Prepare a site plan layout considering zoning and access.,Construction Document,Low,2025-05-02,9,0.84,General Specification,0.83
Conceptual Design Drafting,Prepare an initial concept sketch for the urban park renovation.,Virtual Reality,Low,2025-05-07,1,0.85,General Specification,0.95
Door & Window Schedule Drafting,Create a detailed schedule for all doors and windows in the hospitality project.,Permit Drawing,Low,2025-04-30,1,0.83,Conceptual Design,0.89
Virtual Reality Walkthrough,Develop an immersive VR experience for client presentation of the office interior.,Site Plan,Low,2025-05-08,5,0.87,Virtual Reality,0.87
Design Coordination Meeting,Meet with MEP consultants to ensure design integration across disciplines.,Elevation Drawing,Neutral,2025-04-29,4,0.94,Section Drawing,0.93
Detail Section Drawing,Draw enlarged sections through complex junctions in the facade.,Site Plan,High,2025-05-05,9,0.9,3D Render,0.92
Material Selection & Specification,Curate materials and finishes for the sustainable home project.,Virtual Reality,High,2025-05-07,7,0.9,3D Render,0.82
Custom Fixture Detailing,Design custom-built washbasin counters for the hotel suites.,3D Render,High,2025-04-20,5,0.9,3D Model,0.81
Interior Material Board Creation,"Prepare a presentation board with fabric, finish, and texture samples.",Hardscape Plan,Neutral,2025-05-05,7,0.89,General Specification,0.82
Zoning Compliance Review,Analyze local zoning regulations to ensure the proposed design aligns with building codes.,3D Render,Neutral,2025-04-29,8,0.85,General Specification,0.95
Hardscape Design Execution,Design outdoor paving and seating areas for the commercial plaza.,Construction Document,High,2025-05-08,7,0.87,Design Development,0.81
Permit Drawing Submission,Prepare and submit permit drawings for approval.,Floor Plan,Neutral,2025-04-11,1,0.82,Partition Plan,0.87
Reflected Ceiling Plan Drafting,Draft the reflected ceiling plan including lighting and HVAC elements.,Section Drawing,Neutral,2025-04-25,8,1.0,Technical Specification,0.94
Interior Layout Planning,Optimize space planning for the luxury apartment interior.,Lighting & Fixture Plan,Low,2025-04-25,8,0.94,Conceptual Design,0.83
Accessibility Audit,Review floor plans for compliance with accessibility standards.,Section Drawing,High,2025-05-08,10,0.98,Design Development,0.94
Zoning Compliance Review,Analyze local zoning regulations to ensure the proposed design aligns with building codes.,3D Model,Low,2025-04-22,2,0.85,Zoning & Building Code Compliance,0.81
Render Finalization,Enhance the 3D renders for the commercial building's presentation.,Door & Window Schedule,Neutral,2025-04-14,3,0.89,Schematic Design,0.97
Render Finalization,Enhance the 3D renders for the commercial building's presentation.,Construction Document,Neutral,2025-05-09,2,0.88,Door & Window Schedule,0.81
Landscape Design Refinement,Enhance the planting layout for the residential garden.,Landscape Plan,Neutral,2025-05-09,2,0.92,Finish Schedule,0.93
Facade Elevation Detailing,Finalize the detailed elevation drawings for the high-rise building.,Lighting & Fixture Plan,High,2025-04-15,2,0.98,3D Render,0.87
Lighting Plan Design,Create a lighting and fixture layout for the retail store.,Schematic Design,Low,2025-05-02,1,1.0,Furniture Layout Plan,0.89
