title,description,type_of_task,priority_level,due_date,workload,avg_quality_score,preferred_task,match_score
3D Model Development,Create a detailed 3D model for the client’s new residential project.,Finish Schedule,Low,2025-04-23,7,0.21,Interior Layout Plan,0.14
Structural Coordination,Coordinate with the structural engineer for beam placements.,General Specification,Low,2025-05-10,4,0.3,Schematic Design,0.16
Detail Section Drawing,Draw enlarged sections through complex junctions in the facade.,Floor Plan,Neutral,2025-04-21,7,0.22,Landscape Plan,0.24
Building Performance Analysis,Assess daylighting and thermal performance using simulation tools.,Conceptual Design,Neutral,2025-04-18,10,0.48,3D Render,0.3
Door & Window Schedule Drafting,Create a detailed schedule for all doors and windows in the hospitality project.,Conceptual Design,Low,2025-04-29,3,0.29,Section Drawing,0.16
Virtual Reality Walkthrough,Develop an immersive VR experience for client presentation of the office interior.,Reflected Ceiling Plan,Low,2025-04-26,2,0.24,Conceptual Design,0.15
Partition Plan Finalization,Define internal partitioning layouts for the healthcare facility.,Door & Window Schedule,Low,2025-04-16,4,0.1,Hardscape Plan,0.12
Roof Plan Drawing,"Detail the slope, drainage, and roofing system layout for the warehouse.",General Specification,Low,2025-04-22,8,0.36,Site Plan,0.17
Landscape Design Refinement,Enhance the planting layout for the residential garden.,Finish Schedule,Low,2025-04-11,10,0.36,3D Model,0.17
Lighting Plan Design,Create a lighting and fixture layout for the retail store.,3D Model,Low,2025-04-18,9,0.23,Lighting & Fixture Plan,0.15
Technical Specifications,Compile technical specifications for the construction phase.,Furniture Layout Plan,High,2025-04-18,2,0.06,Permit Drawing,0.31
General Specification Draft,Prepare general notes and material specifications for tender documents.,Permit Drawing,High,2025-05-10,4,0.09,Finish Schedule,0.32
Interior Layout Planning,Optimize space planning for the luxury apartment interior.,Elevation Drawing,Low,2025-04-21,4,0.39,Reflected Ceiling Plan,0.18
Door & Window Schedule Drafting,Create a detailed schedule for all doors and windows in the hospitality project.,Lighting & Fixture Plan,Neutral,2025-05-10,7,0.21,Floor Plan,0.24
Reflected Ceiling Plan Drafting,Draft the reflected ceiling plan including lighting and HVAC elements.,Construction Document,Neutral,2025-04-16,10,0.32,Construction Document,0.56
Reflected Ceiling Plan Drafting,Draft the reflected ceiling plan including lighting and HVAC elements.,Interior Layout Plan,Neutral,2025-04-28,6,0.66,Landscape Plan,0.33
Partition Plan Finalization,Define internal partitioning layouts for the healthcare facility.,Zoning & Building Code Compliance,Neutral,2025-04-16,7,0.14,Section Drawing,0.23
As-Built Drawing Preparation,Update drawings to reflect actual built conditions post-construction.,Conceptual Design,High,2025-04-22,5,0.33,Technical Specification,0.37
General Specification Draft,Prepare general notes and material specifications for tender documents.,General Specification,High,2025-04-30,10,0.18,Site Plan,0.34
Render Finalization,Enhance the 3D renders for the commercial building's presentation.,Schematic Design,Low,2025-04-21,9,0.23,Floor Plan,0.15
General Specification Draft,Prepare general notes and material specifications for tender documents.,Custom Millwork & Joinery Drawing,Neutral,2025-05-10,8,0.43,Finish Schedule,0.29
Construction Documentation,Compile detailed construction drawings for city permit approval.,Zoning & Building Code Compliance,High,2025-04-13,9,0.35,Interior Layout Plan,0.37
General Specification Draft,Prepare general notes and material specifications for tender documents.,Reflected Ceiling Plan,Neutral,2025-04-27,1,0.52,Section Drawing,0.3
Structural Coordination,Coordinate with the structural engineer for beam placements.,Permit Drawing,Low,2025-04-30,1,0.29,Conceptual Design,0.16
Furniture Layout Finalization,Plan and position loose and built-in furniture for the co-working office.,Lighting & Fixture Plan,Neutral,2025-05-02,8,0.11,Elevation Drawing,0.22
Render Finalization,Enhance the 3D renders for the commercial building's presentation.,Site Plan,Low,2025-04-24,4,0.27,Conceptual Design,0.15
Code Compliance Report,"Prepare a summary document addressing fire, accessibility, and egress codes.",3D Render,Low,2025-04-22,7,0.11,Section Drawing,0.12
3D Massing Model,Create a conceptual massing model to test building envelope limitations.,Partition Plan,High,2025-05-03,10,0.42,Permit Drawing,0.38
Partition Plan Finalization,Define internal partitioning layouts for the healthcare facility.,Zoning & Building Code Compliance,Low,2025-04-17,3,0.54,Custom Millwork & Joinery Drawing,0.21
Design Coordination Meeting,Meet with MEP consultants to ensure design integration across disciplines.,Interior Layout Plan,Neutral,2025-04-21,3,0.16,Lighting & Fixture Plan,0.23
Site Plan Drafting,Prepare a site plan layout considering zoning and access.,General Specification,Low,2025-04-14,2,0.05,Lighting & Fixture Plan,0.11
Building Performance Analysis,Assess daylighting and thermal performance using simulation tools.,Lighting & Fixture Plan,Neutral,2025-04-11,10,0.26,Interior Layout Plan,0.25
Technical Specifications,Compile technical specifications for the construction phase.,Others,High,2025-04-14,2,0.16,Zoning & Building Code Compliance,0.33
Permit Drawing Submission,Prepare and submit permit drawings for approval.,Zoning & Building Code Compliance,Neutral,2025-05-08,5,0.23,Lighting & Fixture Plan,0.25
Render Finalization,Enhance the 3D renders for the commercial building's presentation.,Conceptual Design,High,2025-04-21,9,0.35,Finish Schedule,0.37
Furniture Layout Finalization,Plan and position loose and built-in furniture for the co-working office.,Hardscape Plan,High,2025-04-14,9,0.39,Interior Layout Plan,0.38
Schematic Design Iteration,Refine the schematic design for feedback from the stakeholders.,Reflected Ceiling Plan,Low,2025-04-28,6,0.2,Permit Drawing,0.14
Zoning Compliance Review,Analyze local zoning regulations to ensure the proposed design aligns with building codes.,Roof Plan,High,2025-04-14,4,0.43,Interior Layout Plan,0.39
Conceptual Design Drafting,Prepare an initial concept sketch for the urban park renovation.,Permit Drawing,High,2025-05-02,7,0.11,Furniture Layout Plan,0.32
Facade Elevation Detailing,Finalize the detailed elevation drawings for the high-rise building.,Conceptual Design,Neutral,2025-05-01,5,0.26,Design Development,0.25
Schematic Design Iteration,Refine the schematic design for feedback from the stakeholders.,Floor Plan,Low,2025-04-27,9,0.19,Furniture Layout Plan,0.14
As-Built Drawing Preparation,Update drawings to reflect actual built conditions post-construction.,Section Drawing,Neutral,2025-04-18,6,0.46,3D Render,0.29
Permit Drawing Submission,Prepare and submit permit drawings for approval.,Furniture Layout Plan,Low,2025-04-15,9,0.3,Design Development,0.16
Building Performance Analysis,Assess daylighting and thermal performance using simulation tools.,Zoning & Building Code Compliance,Neutral,2025-04-18,6,0.12,Roof Plan,0.22
Code Compliance Report,"Prepare a summary document addressing fire, accessibility, and egress codes.",Reflected Ceiling Plan,Neutral,2025-04-15,3,0.59,Section Drawing,0.32
Reflected Ceiling Plan Drafting,Draft the reflected ceiling plan including lighting and HVAC elements.,Door & Window Schedule,Low,2025-04-29,9,0.05,Roof Plan,0.11
Interior Layout Planning,Optimize space planning for the luxury apartment interior.,Others,High,2025-04-15,6,0.16,3D Model,0.33
As-Built Drawing Preparation,Update drawings to reflect actual built conditions post-construction.,Others,High,2025-04-26,2,0.17,Virtual Reality,0.33
Finish Schedule Compilation,"List all interior finishes including floors, walls, and ceilings for the commercial space.",Door & Window Schedule,High,2025-04-21,2,0.16,Elevation Drawing,0.33
Render Finalization,Enhance the 3D renders for the commercial building's presentation.,Design Development,Low,2025-04-17,10,0.2,Conceptual Design,0.14
Material Selection & Specification,Curate materials and finishes for the sustainable home project.,Design Development,High,2025-05-01,7,0.4,Furniture Layout Plan,0.38
Facade Elevation Detailing,Finalize the detailed elevation drawings for the high-rise building.,Site Plan,Low,2025-04-20,4,0.14,Partition Plan,0.13
Interior Material Board Creation,"Prepare a presentation board with fabric, finish, and texture samples.",Custom Millwork & Joinery Drawing,High,2025-05-06,8,0.22,Floor Plan,0.34
Green Roof Plan Development,Design the planting and drainage system for the green roof.,Partition Plan,Low,2025-05-10,8,0.51,Lighting & Fixture Plan,0.2
Site Plan Drafting,Prepare a site plan layout considering zoning and access.,Finish Schedule,Neutral,2025-05-04,7,0.14,Finish Schedule,0.53
Accessibility Audit,Review floor plans for compliance with accessibility standards.,Landscape Plan,High,2025-05-05,2,0.24,Zoning & Building Code Compliance,0.35
Lighting Plan Design,Create a lighting and fixture layout for the retail store.,Conceptual Design,High,2025-04-15,2,0.55,Virtual Reality,0.41
Hardscape Design Execution,Design outdoor paving and seating areas for the commercial plaza.,Design Development,High,2025-05-07,1,0.24,Material Board,0.35
Construction Documentation,Compile detailed construction drawings for city permit approval.,Elevation Drawing,High,2025-04-11,5,0.21,Floor Plan,0.34
Finish Schedule Compilation,"List all interior finishes including floors, walls, and ceilings for the commercial space.",Partition Plan,High,2025-04-19,4,0.43,Virtual Reality,0.39
Code Compliance Report,"Prepare a summary document addressing fire, accessibility, and egress codes.",Interior Layout Plan,Low,2025-04-12,9,0.58,Construction Document,0.22
3D Massing Model,Create a conceptual massing model to test building envelope limitations.,Roof Plan,High,2025-04-18,10,0.06,Virtual Reality,0.31
3D Massing Model,Create a conceptual massing model to test building envelope limitations.,Technical Specification,Low,2025-04-29,4,0.19,Construction Document,0.14
3D Massing Model,Create a conceptual massing model to test building envelope limitations.,Schematic Design,High,2025-05-07,7,0.13,Elevation Drawing,0.33
Render Finalization,Enhance the 3D renders for the commercial building's presentation.,Conceptual Design,Neutral,2025-04-27,2,0.38,Finish Schedule,0.28
Design Coordination Meeting,Meet with MEP consultants to ensure design integration across disciplines.,General Specification,Neutral,2025-05-07,8,0.2,Landscape Plan,0.24
Roof Plan Drawing,"Detail the slope, drainage, and roofing system layout for the warehouse.",Conceptual Design,High,2025-04-22,10,0.06,Reflected Ceiling Plan,0.31
Reflected Ceiling Plan Drafting,Draft the reflected ceiling plan including lighting and HVAC elements.,Technical Specification,Low,2025-04-30,3,0.67,Finish Schedule,0.23
3D Model Development,Create a detailed 3D model for the client’s new residential project.,Design Development,Low,2025-05-09,5,0.24,3D Model,0.15
Lighting Plan Design,Create a lighting and fixture layout for the retail store.,Interior Layout Plan,High,2025-05-02,5,0.21,Schematic Design,0.34
Interior Material Board Creation,"Prepare a presentation board with fabric, finish, and texture samples.",Site Plan,Neutral,2025-04-29,2,0.19,Elevation Drawing,0.24
Construction Documentation,Compile detailed construction drawings for city permit approval.,Zoning & Building Code Compliance,Low,2025-04-17,7,0.06,Technical Specification,0.11
3D Model Development,Create a detailed 3D model for the client’s new residential project.,Door & Window Schedule,Neutral,2025-04-27,6,0.16,Reflected Ceiling Plan,0.23
Schematic Design Iteration,Refine the schematic design for feedback from the stakeholders.,Permit Drawing,Neutral,2025-04-16,8,0.17,3D Model,0.23
Furniture Layout Finalization,Plan and position loose and built-in furniture for the co-working office.,Roof Plan,Low,2025-05-09,6,0.22,Material Board,0.14
Roof Plan Drawing,"Detail the slope, drainage, and roofing system layout for the warehouse.",Floor Plan,Neutral,2025-05-02,9,0.55,Technical Specification,0.31
3D Model Development,Create a detailed 3D model for the client’s new residential project.,3D Render,Low,2025-05-03,1,0.04,Landscape Plan,0.11
Code Compliance Report,"Prepare a summary document addressing fire, accessibility, and egress codes.",Zoning & Building Code Compliance,Low,2025-04-30,6,0.29,General Specification,0.16
Landscape Design Refinement,Enhance the planting layout for the residential garden.,3D Model,Neutral,2025-05-08,5,0.33,Conceptual Design,0.27
